No._Incidente,Fecha,Hora,Localidad,Latitud,Longitud,Tipo_Incidente,Diferencia_Tiempo,Risk_Category,Model_Confidence,Confidence_Band,Risk_Score_Raw,ML_Prob_High,Rule_Label,weapons_score,physical_violence_score,severe_violence_score,threats_score,injuries_score,vulnerable_victims_score,urgency_score,location_risk_score,substance_abuse_score,N_s,neg_direct,neg_absence,neg_contextual,neg_uncertainty,negation_present,vaw_indicator,n_categories_active,text_length,Comentarios
SUR-02728934-21,2021-12-25,00:14:30,KENNEDY,4.60494464,-74.15602874,934,00:00:06,Moderate Risk,0.9803,high,4.0,0.0197,Moderate Risk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,100,SJ 926 AGRESIVO ENCENDIO EL VH SE TRATA DE IR / UNA MUJER Y DOS MENORES DE EDAD INTENTAN DETENERLO /
SUR-01173406-22,2022-06-26,13:21:51,ENGATIVA,4.71481657,-74.10224485,934,,Moderate Risk,0.9878,high,4.0,0.0122,Moderate Risk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,115,REPORTA DE PAREJA EN CUARTO PISO ESCUCHA GRITOS HAY UN MENOR DE EDAD // AL FINALIZAR INFORMA LLEGO POLICIA AL LUGAR
SUR-01907937-21,2021-09-02,23:34:27,SUBA,4.75772664,-74.04677724,934,00:00:09,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,110,LLAMANTE INDICA PRESENCIA DE UN ACOSADOR FOMENTANDO RIÑA LANZANDO PIEDRAS A VIVIENDA // NO ARMAS // NO HERIDOS
SUR-00541452-22,2022-03-27,23:25:03,SUBA,4.74683616,-74.12084646,934,00:00:07,Moderate Risk,1.0,high,2.65,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.25,0.9,0.85,0.0,0.5,1.0,1,1,94,RIÑA DE PAREJA DENTRO DE LA VIVIENDA /// NO SABE DE ARMAS O HERIDOS // EL SJ ESTA MUY AGRESIVO
SUR-01478152-23,2023-08-20,16:05:42,KENNEDY,4.60956465,-74.16892186,934,00:00:10,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,70,USAURIA REFIERE QUE SU HIJO ESTA AGRESIVO CON ELLA NO ARMAS NO HERIDOS
SUR-00331852-23,2023-02-26,09:40:25,FONTIBON,4.66872242,-74.15656088,934,00:00:13,High Risk,0.8636,high,8.22,0.8636,High Risk,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.25,0.9,0.85,0.0,0.5,1.0,1,2,135,INF ESCUCHA LOS GRITOS DE UNA MUJER AL PARECER EL ESPOSO LA ESTA GOLPEANDO // NO SABE DE ARMAS O HERIDOS //NO TIENE LA DIRECCION EXACTA
SUR-01609914-22,2022-08-31,14:38:26,ANTONIO NARINO,4.59383171,-74.10204091,934,,High Risk,0.6995,medium,9.06,0.6995,High Risk,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,187,"MUJER EMBARAZADA ESTA CON SJ, EL SJ NO LA QUIERE SOLTAR // NO HERIDOS // NO ARMAS // EL SJ QUIERE QUE LLAMEN A LA PONAL DISPO MALTMUJER:MUJER EMBARAZADA DISPO MALTMUJER:MUJER EMBARAZADA"
SUR-00022549-23,2023-01-04,19:19:43,PUENTE ARANDA,4.59913705,-74.11876281,934,,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,1,133,"UNA MUJER ESTA SIENDO VICTIMA DE VIOLENCIA INTRAFAMILIAR , ES UNA CASA , EN E L 1ER PISO NO HERIDOS , NO ARMAS ,"
SUR-01443141-23,2023-08-15,19:50:30,KENNEDY,4.62822639,-74.15048152,934,00:00:15,Moderate Risk,0.9768,high,4.2,0.0,Moderate Risk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,53,UN SJ ESTA GOLPEANDO A UNA MUJER EN VIA PUBLICA. //
SUR-00843810-23,2023-05-14,19:47:42,USME,4.5020661,-74.10261745,934,00:00:07,Moderate Risk,0.5259,medium,4.2,0.0,Moderate Risk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,101,INF -DE FRENTE DE SU VIVIENDA- VARIAS PERSONAS FAMILIA - AGRESIVAS -SE ESTAN AGREDIENDO -VIA PUBLICA
SUR-01904840-21,2021-09-02,15:13:31,KENNEDY,4.62329102,-74.1762085,934,00:00:09,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,37,EN VIVIENDA // NO ARMAS // NO HERIDOS
SUR-01587589-23,2023-09-06,02:17:19,SAN CRISTOBAL,4.55675554,-74.095376,934,00:00:19,Moderate Risk,0.8802,high,4.2,0.0,Moderate Risk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,111,SE COMUNICA PORQUE LA ESPOSA ESTA AGRESIVA Y LO ESTA GOLPEANDO / CASA DE FACHADA BLAN CA CDE DOS PISOS
SUR-01961566-23,2023-11-01,03:48:32,BOSA,4.63241391,-74.20520761,934,00:00:24,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,90,LLAMANTE MANIFIESTA QUE EL HIJO ESTA GENERANDO RIÑA ESTA EN ESTADO 922 NO ARMAS O HERIDOS
SUR-01326331-22,2022-07-20,06:32:19,KENNEDY,4.65178431,-74.14375852,934,00:00:09,High Risk,0.9408,high,9.192,0.9408,High Risk,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,108,LLAMANTE MANIFIESTA RIÑA ENTRE PAREJA EL HOMBRE STA GOLPEANDO ALA MUJER // HERIDOS // NO ARMAS //NO MAS INFO
SUR-00577972-22,2022-04-02,14:59:15,KENNEDY,4.65227829,-74.15699238,934,00:00:13,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,85,HIJO AGRESIVO // ESTA ROMPIENDO LOS VIDRIOS DE LA VIVIENDA CON PIEDRAS // NO HERIDOS
SUR-02197837-21,2021-10-12,15:28:42,SAN CRISTOBAL,4.54431123,-74.09506949,934,00:00:11,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,1,84,RIÑA DE PAREJA EN VIA PUBLICA // DETRAS CAI DE LA VICTORIA // NO ARMAS NO HERIDOS //
SUR-01934014-23,2023-10-28,05:55:18,KENNEDY,4.61441929,-74.14994501,934,00:04:31,Moderate Risk,1.0,high,2.95,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.75,0.9,0.85,0.0,0.0,1.0,1,1,531,"LLAMANTE INDICA QUE PRESENTA INCONVENIENTES CON SU ESPOSA, ESTA ALTERADA SE ESCUCHA DE FONDO LLORAR LA MUJER Y FORCEJEANDO. NO BRINDA MAS INFO. CORTA LA LLAMADA. SE REALIZA RELLAMADA PARA CONFIRMAR DIRECCION DEL LA VIVIENDA TIMBRA SE VA A CORREO DE VOZ. SE VERIFICA DIRECCION DEL PUNTO DE REFERENCIA QUE BRINDA SE ENVIA INCIDENTE NO ARMAS / NO HERIDOS / DISPO INFOADICIO:SE REALIZA RELLAMADA AUTORIZA SUPERVISORA LUCENDA DISPO INFOADICIO:SE VERIFICA POR MAPS PUNTO DE REFERENCIA QUE BRINDA EL LLAMANTE SE ENVIA INCIDENTE"
SUR-00627214-22,2022-04-09,05:35:55,USME,0.0,0.0,934,00:00:14,Moderate Risk,1.0,high,2.65,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.25,0.9,0.85,0.0,0.5,1.0,0,1,139,AL LADO DE LA IGLESIA DE COMUNEROS / INF DE SEÑOR AGRESIVO EN VIA PUBLICA - NO SABE DE ARMAS NI HERIDOS // NO BRINDA MAS INF
SUR-00592977-22,2022-04-04,01:36:22,USAQUEN,4.76641323,-74.02721734,934,00:00:13,High Risk,0.9822,high,11.46,0.9822,High Risk,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,103,[BARRIO]// INF DE RIÑA ENTRE PAREJA - PORTA ARMA BLANCA // NO HERIDOS // NO MAS INF
SUR-00327179-22,2022-02-24,09:33:29,SAN CRISTOBAL,4.56176161,-74.09465615,934,00:00:06,Low Risk,1.0,high,2.46,0.0,Low Risk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,1,82,MUJER QUE LA GOLPEO EL ESPOSO AL MOMENTO EN DISCUSION NO HAY MAS DATOS AL MOMENTO
SUR-01686330-23,2023-09-20,20:43:47,ENGATIVA,4.71342412,-74.10324078,934,00:00:11,Low Risk,1.0,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,0,144,"LLAMANTE SOLICITA PRESENCIA DE POLICIA POR PROBLEMAS QUE TIENE CON SU ESPOSO, INDICA QUE NO LE VA A ABRIR LA PUERTA HASTA QUE LLEGUE LA POLICIA."
SUR-01378402-23,2023-08-05,16:21:06,ENGATIVA,4.69992063,-74.12388815,934,00:00:10,High Risk,0.8291,high,33.525,0.8291,High Risk,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.75,0.9,0.85,0.0,0.0,1.0,0,4,156,SR AGRESIVO CON LA VECINA ANOCHE LE ROMPIO LOS VIDRIOS DE LA VIVIENDA //TIENE ARMA PERO NO SABE Q ES //NO HERIDOS SIEMPRE LA AMENAZA DE MUERTE
SUR-02424914-22,2022-12-27,14:52:48,SUBA,4.7136017,-74.06202688,934,00:00:11,High Risk,0.5059,medium,9.192,0.5059,High Risk,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,2,127,SEÑORES AL INTERIOR DE LA CASA AGREDIENDO A LA CIUDADANA QUE ESTABA CUIDANDO AL PADRE DE LOS AGRESORES // NO HERIDOS NO ARMAS
SUR-00506261-22,2022-03-23,06:08:37,BOSA,4.6139866,-74.20193115,934,00:00:11,High Risk,0.3561,low,8.55,0.3561,High Risk,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.75,0.9,0.85,0.0,0.0,1.0,0,2,92,"RIÑA FAMILIAR DENTRO DE LA VIVIENDA, NO SABE ARMAS NI HERIDOS, SE ESCUCHA A UN BEBE LLORANDO"
SUR-01628066-22,2022-09-03,10:13:53,ENGATIVA,4.69017248,-74.10955815,934,00:00:08,High Risk,1.0,high,12.0,1.0,High Risk,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,136,SJS 923 CONSUMIEMDO ALUCINOGENOS AGRESIVOS CN UNA MUJER QUE LES PIDE QUE SE RETIREN DEL LUGAR / ALPARECER LOS SJS TIENEN ARMA BLANCA
SUR-00935225-22,2022-05-22,17:30:29,KENNEDY,4.64133977,-74.14769225,934,00:00:06,Low Risk,1.0,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,58,[BARRIO] RIÑA ENTRE FAMILIA DENTRO DEL APTO
SUR-02246869-22,2022-12-04,01:08:50,CIUDAD BOLIVAR,4.54037316,-74.14011788,934,00:00:07,Moderate Risk,1.0,high,7.752,0.0,Moderate Risk,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,102,RIÑA INTRAFAMILIAR NO INF DE ARMAS - NO INF DE HERIDOS - LE PEGA A LA MAMA MUY AGRESIVO
SUR-01472655-21,2021-07-03,23:54:39,CHAPINERO,4.6710655,-74.05716389,934,00:00:13,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,49,SJTO AGRESIVO EN VIA PUBLICA NO HERIDOS NO ARMAS
SUR-01617670-22,2022-09-01,20:25:57,USAQUEN,4.71906003,-74.0329372,934,00:00:09,Low Risk,0.9682,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,84,ESCUCHA QUE TIRAN COSA SY ROMPEN COSAS Y UNA SEÑORA LLORANDO Y UN SUJETO GRITANDOLE
SUR-02680184-21,2021-12-18,21:37:45,SAN CRISTOBAL,4.53359222,-74.08530625,934,00:00:15,High Risk,1.0,high,14.46,1.0,High Risk,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,3,147,ENTRE PAREJA CON ARMA BLANCA EN VIA PUBLICA Y LA SEÑORA AMENAZA CON INCENDIAR UNA MOTO // NO INF HERIDOS // POR LA ANTIGUA VIA VILLAVICENCIO
SUR-01891849-22,2022-10-12,01:58:01,SAN CRISTOBAL,4.56141028,-74.08013862,934,,Low Risk,0.9827,high,1.46,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,119,INF QUE EL HERMANO ESTA AGRESIVO AL PARECER ESTA BAJO EL EFECTO DE DROGAS NO SABEN DE ARMAS // CASA ROJA PUERTA GRIS
SUR-01633400-21,2021-07-25,21:42:07,CHAPINERO,4.66880045,-74.02281275,934,00:00:54,High Risk,0.6441,medium,21.294,0.6441,High Risk,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.25,0.9,0.85,0.0,0.5,1.0,0,4,138,INF DE SUJETO BAJO EFECTO DE LAS DROGAS AGRESIVO DENTRO DE LA VIVIENDA // QUIERE AGREDIR A UN MENOR DE EDAD // NO SABE DE ARMAS O HERIDOS
SUR-02133120-23,2023-11-26,21:18:29,BOSA,4.60069497,-74.17997201,934,00:00:10,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,120,RIÑA INTRAFAMILIAR ENTRE PADRE E HIJO EN CASA // NO ARMAS NO HERIDOS // LLAMANTE MANFIESTA SER PENSIONADO DE LA POLICIA
SUR-01375553-23,2023-08-05,05:41:32,KENNEDY,4.61913619,-74.17700536,934,00:00:09,High Risk,0.9829,high,51.559,0.9829,High Risk,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,5,110,SUJ AGREDE UNA MUJER EN VIVIENDA TIENE ARMA // LA MUJER GRITA PIDE AUXILIO QUE LA VA MATAR NO SABEN DE HERIDOS
SUR-00246122-23,2023-02-12,21:38:15,RAFAEL URIBE,4.57808268,-74.12380355,934,00:00:11,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,51,AL INTERIOR DE INMUEBLE/ NO INF DE HERIDOS NI ARMAS
SUR-00003677-22,2022-01-01,06:29:06,PUENTE ARANDA,4.62051217,-74.12341452,934,00:00:12,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,37,EN VIVIENDA // NO ARMAS // NO HERIDOS
SUR-01521478-23,2023-08-27,04:14:56,USME,4.49549114,-74.10662121,934,00:00:11,High Risk,0.9508,high,17.352,0.9508,High Risk,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9,0.9,0.0,0.0,0.0,1.0,1,4,131,LE PEGA A LA FAMILIA // NO ARMAS // NO HERIDOS // ROMPIO VIDRIOS Y AGREDE AL PADRASTO Y A SU MAMÁ AL PARECER ESTA BAJO EFECTOS 922
SUR-02025650-22,2022-11-01,09:58:24,KENNEDY,0.0,0.0,934,00:00:23,Low Risk,1.0,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,168,"PEREJA PELEANDO EN UNA CAMIONETA HYUNDAI TUCSON, COLOR GERIS, PLACAS TERMINADAS EN 386, LA SEÑORA ESTABA GRITANDO QUE LLAMARAN A LA POLICIA SE FUERON HACIA MANDALAY"
SUR-02093703-22,2022-11-11,19:38:18,SUBA,4.75153251,-74.12234228,934,00:00:07,Low Risk,0.9968,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,158,IF QUE HAY TUVO UN PROBLEMA CON SU ESPOSA LLEGARON LOS FAMILIARES Y SE QUIEREN LLEVAR A ELLA Y A SU HIJO. //* IF QUE LOS FAMILIARES SON AGRESIVOS Y LE GOLPEAN
SUR-00138008-22,2022-01-25,00:38:25,SUBA,4.74971729,-74.09788973,934,00:00:17,Moderate Risk,0.9581,high,7.46,0.0419,Moderate Risk,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,169,"INFORMA DE RIÑA DE PAREJA ENTRE LA VIVIENDA,NO INFORMA DE HERIDOS,LA SEÑORA ESTA PIDIENDO AYUDA Y LOS NIÑOS ESTAN GRITANDO,AL PARECER EL SUJETO ESTA 922 DICE EL USUARIO"
SUR-01542573-21,2021-07-13,07:50:17,BOSA,4.63633338,-74.18942367,934,00:00:12,Low Risk,0.9969,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,0,121,"A LA SUEGRA, LE TIENE ORDEN DE ALEJAMIENTO, EN ESTE MOMENTO ESTA AGRESIVA, LE FORMA PROBLEMA/ /NO ARMAS / MANXZANA 48//"
SUR-01562097-21,2021-07-16,11:34:03,RAFAEL URIBE,4.545498,-74.110064,934,00:00:10,Moderate Risk,0.7442,high,7.49,0.2536,Moderate Risk,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.0,1.0,1,1,114,SUJ CON ARMA BLANCA PERSIGUIENDO A MUJERES SE METIERON AL BAÑO//CUELGAN SIN DAR DIR//SE TOMA LA QUE DA EL CELULAAR
SUR-01621262-23,2023-09-10,20:10:10,USAQUEN,4.72905637,-74.03894157,934,00:00:17,Moderate Risk,1.0,high,2.65,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.25,0.9,0.85,0.0,0.5,1.0,0,1,93,"VIOLENCIA INTRAFAMILIAR EN VIVIENDA NO SABE DE ARMAS NO HERIDOS,LA SITUACION PRESENTA SIEMPRE"
SUR-00224988-23,2023-02-10,07:22:25,,0.0,0.0,934,00:00:12,High Risk,0.9823,high,10.95,0.9823,High Risk,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.75,0.9,0.85,0.0,0.0,1.0,1,2,173,REPORTA RIÑA AL IN DEL INMUEBLE LA SRA ESTA AGRESIVA TIENE ARMA BLANCA 1 HERIDO NO BRINDA MAS INF Y CUELGA SE REALIZA RELLAMADA PARA VERIFICAR INF CIUDADANO NO CONTESTA
SUR-02062789-21,2021-09-24,16:39:56,BARRIOS UNIDOS,4.6716919,-74.08288574,934,00:00:22,Moderate Risk,1.0,high,3.46,0.0,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,1,113,RIÑA ENTRE FAMILIARES. NO USO DE ARMAS NO HERIDOS. ADULTA MAYOR AFECTADA EN EL LUGAR. SONIA MARIA GOMEZ DE LOZANO
SUR-02135761-23,2023-11-27,10:01:35,SANTA FE,4.590247,-74.0823881,934,00:01:05,Moderate Risk,1.0,high,7.14,0.0,Moderate Risk,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.75,0.9,0.85,0.0,0.0,1.0,1,2,83,AGRESIÓN A MUJER // NO REPORTA HERIDOS O ARMAS // BR LAS CRUCES CONTACTO [NUMERO_SENSIBLE]
SUR-02777760-21,2021-12-31,02:08:32,ENGATIVA,4.70859684,-74.0968274,934,00:00:16,High Risk,0.5403,medium,11.46,0.5403,High Risk,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,3,178,LLAMANTE REPORTA QUE DENTRO DE LA CA DE LA DIRECCION EL PADRE ESTA FOMENTANDO RIÑA CON EL RESTO DE LA FAMILIAR // ESTA GOLPIANDO A MUJER Y MENOR DE EDAD // NO ARMA NO HERIDOS //
SUR-00667907-22,2022-04-14,18:48:24,BOSA,4.61754448,-74.19742158,934,00:00:05,High Risk,0.9508,high,9.192,0.9508,High Risk,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,2,67,EL PAPA DE LOS HIJOS LA ESTA AGREDIENDO NO INFO DE ARMAS NI HERIDOS
SUR-01143492-22,2022-06-21,19:35:12,USAQUEN,4.73658103,-74.01718704,934,00:00:08,High Risk,1.0,high,40.317,1.0,High Risk,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,4,119,SUJ AGREDE FISICAMENTE A SU HIJASTRA Y A OTRA MENOR DE EDAD AL INTERIRO DEL PREDIO // NO HAY HERIDOS PORTAN ARMA BLANCA
SUR-01055215-22,2022-06-09,07:49:51,KENNEDY,4.61312688,-74.13376275,934,00:00:12,Moderate Risk,1.0,high,7.46,0.0,Moderate Risk,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,2,67,RIÑA INTRAFAMILIAR - NO INF DE ARMA S - NO INF DE HERIDOS
SUR-02082940-23,2023-11-19,03:14:27,KENNEDY,4.61460817,-74.14382327,934,00:00:08,High Risk,0.4855,medium,9.192,0.4855,High Risk,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,108,ESTAN EN UNA RIÑA AL FRENTE DE LA CASA HOMBRE AGREDIENDO A UNA MUJER AL PARECER HERIDOS NO INFORMAN DE ARMAS
SUR-00923021-23,2023-05-26,19:21:24,USAQUEN,4.72010659,-74.04684333,934,00:00:06,Low Risk,1.0,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,91,"HAY UN SEÑOR EN EL ESTABLECIMIENTO BAJO LOS EFECTO DEL 922, AGRESIVO CON LA DUEÑA DEL LUGAR"
SUR-01587285-21,2021-07-19,01:58:46,ENGATIVA,4.70238443,-74.13202345,934,00:00:09,High Risk,0.693,medium,9.8,0.693,High Risk,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,127,HOMBRE EN ESQUINA TIENE ARMA BALNCA // MUJER GRITA QUE EL HOMBRE LE QUIERE PEGAR // SE REALIZA RELLAMADA PARA VALIDAR DIRECCIÓN
SUR-00678725-23,2023-04-21,01:06:29,USAQUEN,4.74577616,-74.0399581,934,00:00:16,Moderate Risk,0.876,high,4.0,0.0039,Moderate Risk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,190,SJ 926 CONSUMIENDO LICOR EN LAS MESAS QUE SE ENCUENTRAN EN LA PARTE ESTERIOR DE TIENDAS OXXO /// TRABAJADORA LES HA SOLICTADO QUE SE RETIREN DEL LUGAR Y FUE AGREDIDA VERBALMENTE POR ESTOS SJ
SUR-01956240-22,2022-10-22,18:16:58,CIUDAD BOLIVAR,0.0,0.0,934,00:00:23,Low Risk,1.0,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,55,ENTRE PAREJA -- SUJETO Y MUJER -- CUELGA LA LLAMADA --
SUR-01852777-23,2023-10-15,04:08:59,USME,4.50134551,-74.09712835,934,00:00:16,Moderate Risk,0.9428,high,6.95,0.0572,Moderate Risk,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.75,0.9,0.85,0.0,0.0,1.0,1,2,152,EXPAREJA SENTIMENTAL LLEGO AL LUGAR A BUSCAR PROBLEMA NO REPORTA ARMAS O HERIDOS** ESTA LANZANDO PIEDRAS A LA CASA ** MENORES EN MEDIO DE LA SITUACION
SUR-01026019-22,2022-06-05,00:01:33,ENGATIVA,4.71259923,-74.14394271,934,00:00:13,High Risk,0.7489,high,8.22,0.7489,High Risk,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.25,0.9,0.85,0.0,0.5,1.0,1,2,207,"LLAMANTE INFORMA DE SEÑOR GOLPEANDO A UNA MUJER AL INTERIOR DE LA VIVIENDA, EN EL PRIMER PISO, SEÑORA GRITA PIDE AYUDA, NO SABE DE ARMAS O DE HERIDOS. USUARIO (A) CONFIRMA NÚMERO DE LA LLAMADA."
SUR-00553713-23,2023-04-01,18:22:43,KENNEDY,4.61634725,-74.16394174,934,00:00:46,High Risk,0.9682,high,9.192,0.9682,High Risk,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,1,2,138,INF DE SJ AGREDIENDO A UNA MUJER DENTRO DE UN TAXI // NO DA INF DE ARMAS NI HERIDOS // EL TAXI ES DE PLACA TEP 035 // NO DA MAS INF
SUR-02147158-23,2023-11-29,14:04:54,FONTIBON,4.67959881,-74.14815155,934,00:00:07,Low Risk,1.0,high,0.0,0.0,Low Risk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,1.0,0,0,313,ESQUINA DEL PARQUE EL JORDAN AL LADO INSTITUO INFNATIL LA ESPERANZA // RIÑA INTRAFAMILIAR DENTRO DE VIVIENDA // NO ARMAS // NO HERIDOD // INDICA QUE HUBO UN HURTO DE CELULAR DENTRO DE VIVIENDA Y POR ESTO SE GENERO LA RIÑA // SE REQUIERE PRESENCIA DE POLICIA // PORQUE ESTAN LANZANDO PIEDRAS Y ROMPIENDO VIDRIOS //
